candidate_index,riser_height_m,clearance_barrier_slope,evaluation_seed,environment_id,off_success,on_success,off_fell,on_fell,off_toe_riser_kick,on_toe_riser_kick,off_max_riser,on_max_riser,off_would_intervene_count,on_intervention_count
1,0.172,0.8,147260100,81,False,True,True,False,True,True,9,9,54,55
1,0.172,0.8,147260100,82,True,True,False,False,True,True,9,9,53,30
1,0.172,0.8,147260100,83,True,True,False,False,True,True,9,9,43,51
1,0.172,0.8,147260100,84,True,False,False,True,True,True,9,9,49,48
1,0.172,0.8,147260100,85,True,True,False,False,True,True,9,9,33,37
1,0.172,0.8,147260100,86,False,False,True,True,True,True,9,5,64,30
1,0.172,0.8,147260100,87,True,True,False,False,True,True,9,9,39,34
1,0.172,0.8,147260100,88,True,True,False,False,True,True,9,9,35,25
1,0.172,0.8,147260100,89,False,True,True,False,True,True,9,9,51,43
1,0.172,0.8,147260100,90,True,True,False,False,True,True,9,9,56,42
1,0.172,0.8,147260100,91,True,True,False,False,True,True,9,9,54,36
1,0.172,0.8,147260100,92,True,True,False,False,True,True,9,9,45,44
1,0.172,0.8,147260100,93,False,True,True,False,True,True,4,9,39,54
1,0.172,0.8,147260100,94,True,True,False,False,True,True,9,9,43,49
1,0.172,0.8,147260100,95,True,True,False,False,True,True,9,9,40,34
1,0.172,0.8,147260100,96,True,True,False,False,True,True,9,9,42,54
1,0.172,0.8,147260100,97,True,True,False,False,True,True,9,9,53,37
1,0.172,0.8,147260100,98,True,True,False,False,True,True,9,9,42,44
1,0.172,0.8,147260100,99,True,True,False,False,True,True,9,9,36,54
1,0.172,0.8,147260100,100,True,False,False,True,True,True,9,7,44,40
1,0.172,0.8,147260100,101,True,True,False,False,True,True,9,9,49,43
1,0.172,0.8,147260100,102,True,True,False,False,True,True,9,9,55,26
1,0.172,0.8,147260100,103,False,True,True,False,True,True,1,9,30,63
1,0.172,0.8,147260100,104,True,True,False,False,True,True,9,9,44,45
1,0.172,0.8,147260100,105,False,True,True,False,True,True,1,9,30,44
1,0.172,0.8,147260100,106,True,True,False,False,True,True,9,9,40,41
1,0.172,0.8,147260100,107,True,True,False,False,True,True,9,9,47,39
1,0.172,0.8,147260100,108,True,True,False,False,True,True,9,9,37,42
1,0.172,0.8,147260100,109,True,True,False,False,True,True,9,9,45,39
1,0.172,0.8,147260100,110,True,False,False,True,True,True,9,9,34,64
1,0.172,0.8,147260100,111,True,True,False,False,True,True,9,9,42,47
1,0.172,0.8,147260100,112,True,True,False,False,True,True,9,9,40,39
1,0.172,0.8,147260100,113,True,True,False,False,True,True,9,9,38,51
